2676.0	1497.0	868.0	999.0	
1442.0	754.0	1421.0	2566.0	
2237.0	1081.0	950.0	1846.0	
2194.0	1263.0	845.0	985.0	
1528.0	934.0	821.0	1420.0	
1802.0	954.0	817.0	1205.0	
4127.0	2510.0	1661.0	1507.0	
2843.0	1777.0	1095.0	750.0	
3868.0	2404.0	1374.0	850.0	
2437.0	1316.0	814.0	1027.0	


6334.0	3963.0	4882.0	8177.0	
13245.0	7481.0	4062.0	4104.0	
8456.0	4298.0	4801.0	8505.0	
12726.0	7562.0	4176.0	4121.0	
7358.0	3667.0	3074.0	4622.0	
11055.0	6198.0	4261.0	6323.0	
13974.0	8131.0	4895.0	5486.0	
8649.0	4525.0	1867.0	3298.0	
4776.0	2553.0	3111.0	4745.0	
11361.0	5670.0	3025.0	3713.0	


67917.0	39453.0	24353.0	27935.0	
58728.0	32557.0	19016.0	23732.0	
57699.0	31281.0	20246.0	29466.0	
50110.0	26138.0	17670.0	32197.0	
46038.0	25012.0	17993.0	27858.0	
71714.0	38976.0	18428.0	24659.0	
57712.0	30569.0	20766.0	29150.0	
75010.0	41650.0	26326.0	36813.0	
59818.0	33831.0	19820.0	21639.0	
61008.0	32113.0	17894.0	25873.0	


228555.0	121266.0	92479.0	142150.0	
212121.0	117553.0	71720.0	109821.0	
213612.0	119250.0	87624.0	132126.0	
267813.0	154350.0	95959.0	113182.0	
245286.0	125284.0	72026.0	100923.0	
260404.0	142048.0	80049.0	102296.0	
250015.0	144440.0	84177.0	97652.0	
231023.0	128054.0	99671.0	158504.0	
212825.0	112257.0	73258.0	120952.0	
219755.0	124228.0	82172.0	118505.0	


836643.0	457400.0	324630.0	503208.0	
908171.0	492476.0	339864.0	509329.0	
844836.0	465541.0	326439.0	483163.0	
905035.0	517858.0	365364.0	505683.0	
900000.0	490551.0	332519.0	515317.0	
781468.0	406119.0	305027.0	506110.0	
843203.0	447648.0	329005.0	534209.0	
895492.0	483508.0	303491.0	425792.0	
914478.0	509141.0	329045.0	449491.0	
1082138.0	621940.0	379718.0	429733.0	


5092081.0	2771628.0	2021863.0	3208015.0	
5563261.0	3049212.0	2102346.0	3246693.0	
5331691.0	2852664.0	2094854.0	3392028.0	
5349816.0	2861238.0	2055823.0	3323393.0	
5300907.0	2834896.0	1891139.0	2816364.0	
4923534.0	2596722.0	1832150.0	3051087.0	
5364574.0	2903653.0	2105901.0	3390426.0	
5753045.0	3067839.0	2008814.0	3015137.0	
5432984.0	2907298.0	2115013.0	3300010.0	
5554568.0	2929876.0	1920344.0	2964038.0	


2.449926E7	1.3480514E7	8520484.0	1.1101367E7	
2.1915346E7	1.1857031E7	7895444.0	1.1459445E7	
2.1557596E7	1.1316341E7	7676574.0	1.2302309E7	
2.105568E7	1.1136488E7	7784640.0	1.239394E7	
2.2344428E7	1.1737202E7	8127361.0	1.2757509E7	
2.0333672E7	1.0764457E7	7579179.0	1.2610556E7	
2.394492E7	1.3185753E7	8583213.0	1.2090415E7	
2.1638292E7	1.1418645E7	7838412.0	1.237114E7	
2.2212636E7	1.2085742E7	8111768.0	1.2021037E7	
2.2215094E7	1.2019938E7	8015224.0	1.1935768E7	


